Type,FPKOI,FPKIC,Name,KIC,PRatio,Dist,DelRow,DelCol,m2mag,DelMag,DRatio,Flag
Direct PRF,3950.01,4544572,004544587-pri,4544587,1:1,36.6,1,-9,10.8,4.94,2.29E+02,0
Direct PRF,3951.01,5738634,005738698-pri,5738698,1:2,72,18,-1,11.94,1.31,3.89E+03,0
Direct PRF,3955.01,9899414,BR-Cyg-pri,9899416,1:1,43.4,6,9,10.03,4.89,6.56E+02,0
Direct PRF,3957.01,7458309,007458285-pri,7458285,1:1,18.4,3,-3,13.52,0.35,1.72E+03,0
Direct PRF,3958.01,7777372,007777443-pri,7777443,1:1,53.7,-7,12,11.91,2.24,3.16E+03,0
Direct PRF,3965.01,5385575,V380-Cyg-pri,5385723,1:1,151.6,-14,-35,5.77,8.88,2.79E+02,0
Direct PRF,3967.01,5385697,V380-Cyg-pri,5385723,1:1,229,-48,-32,5.77,9.83,9.12E+02,0
Direct PRF,3970.01,9412445,009412462-pri,9412462,1:1,15.4,4,0,14.85,-0.2,1.22E+03,0
Direct PRF,3971.01,7866914,007866921-sec,7866921,4:1,15.1,-4,1,14.8,-0.75,4.17E+01,0
Direct PRF,3976.01,4544571,004544587-pri,4544587,1:1,28.2,4,-5,10.8,4.95,1.53E+02,0
Direct PRF,3978.01,10090219,010090246-pri,10090246,1:1,16.7,-3,2,13.57,1.55,5.48E+02,0
Direct PRF,3979.01,9899217,BR-Cyg-pri,9899416,1:1,181.5,45,-3,10.03,5.24,4.74E+03,0
Direct PRF,3985.01,9602562,V995-Cyg-pri,9602595,1:1,104.7,5,26,11.88,2.5,3.91E+03,0
Direct PRF,3987.01,10407020,V2083-Cyg-pri,10342012,1:2,170.4,41,-13,6.9,6.47,1.98E+03,0
Direct PRF,3988.01,5385491,V380-Cyg-sec,5385723,1:1,212.2,-14,-51,5.77,7.81,7.59E+03,0
Direct PRF,3990.01,6421503,006421483-pri,6421483,1:1,20.3,4,4,13.02,2.22,4.72E+02,0
Direct PRF,3992.01,3228988,V404-Lyr-pri,3228863,1:1,84.4,8,20,11.82,3.5,2.53E+03,0
Direct PRF,3996.01,3228804,V404-Lyr-pri,3228863,1:1,61.4,4,-14,11.82,3.19,2.40E+03,0
Direct PRF,4000.01,5471675,005471619-pri,5471619,1:1,53.5,1,13,12.37,0.94,6.98E+03,0
Direct PRF,4001.01,9851943,009851944-pri,9851944,1:2,33.2,-4,7,11.25,4,9.42E+02,0
Direct PRF,4003.01,2708420,UZ-Lyr-pri,2708156,1:1,187.9,16,45,10.67,3.24,7.00E+03,0
Direct PRF,4006.01,5471690,V380-Cyg-sec,5385723,1:1,241.2,10,60,5.77,7.1,5.16E+03,0
Direct PRF,4010.01,5288577,005288543-pri,5288543,1:2,25.8,0,-7,13.59,0.01,1.49E+03,0
Direct PRF,4013.01,4832225,004832197-pri,4832197,1:2,39,-10,-1,11.51,-2.44,1.02E+02,1
Direct PRF,4023.01,6862332,865.01,6862328,3:1,5,1,0,15.09,0.56,2.11E+00,0
Direct PRF,4025.01,10992011,010991989-pri,10991989,1:1,20.3,-4,1,10.28,4.37,3.62E+01,0
Direct PRF,4028.01,7818447,007818448-pri,7818448,1:1,12.5,2,3,13.89,-0.3,1.06E+01,0
Direct PRF,4031.01,3228986,V404-Lyr-pri,3228863,1:1,80.4,11,17,11.82,2.37,5.43E+03,0
Direct PRF,4035.01,3247404,121.01,3247396,1:1,6.8,-2,0,12.76,5.77,2.07E-02,1
Direct PRF,4041.01,8647295,008647309-pri,8647309,1:1,7.7,-1,-2,16.63,-2.04,1.73E+02,0
Direct PRF,4045.01,2708203,UZ-Lyr-pri,2708156,1:1,105.1,25,-6,10.67,2.84,8.97E+03,0
Direct PRF,4046.01,4150496,004150611-pri,4150611,1:1,98,24,-7,7.9,7.64,1.14E+02,0
Direct PRF,4055.01,3228825,V404-Lyr-pri,3228863,1:1,66,-17,3,11.82,0.21,1.74E+04,0
Direct PRF,4059.01,9220612,009220600-pri,9220600,1:1,21.2,4,4,12.26,3.01,3.94E+02,0
Direct PRF,4064.01,5444334,005444392-pri,5444392,1:2,44.8,4,11,11.38,4.54,2.33E+03,0
Direct PRF,4071.01,2708286,UZ-Lyr-pri,2708156,1:1,127.6,31,6,10.67,4.48,3.86E+03,0
Direct PRF,4075.01,7777471,007777443-pri,7777443,1:1,64.8,-3,-16,11.91,2.63,4.53E+03,0
Direct PRF,4077.01,7690855,007690843-pri,7690843,1:1,15.2,4,0,11.08,2.96,6.38E+01,0
Direct PRF,4078.01,5649837,3831.01,5649836,1:1,12,-2,1,16.38,-1.13,1.97E+02,0
Direct PRF,4080.01,5036480,005036538-pri,5036538,1:2,35.2,-1,-8,13.35,1.86,2.29E+03,0
Direct PRF,4085.01,5041847,005041843-pri,5041843,2:1,6.1,1,-2,17.03,-2.45,1.92E+01,0
Direct PRF,4086.01,3836558,003836439-pri,3836439,1:1,126.6,-18,-26,7.57,7.04,3.73E+02,0
Direct PRF,4090.01,9899233,BR-Cyg-pri,9899416,1:1,186.6,46,5,10.03,5.14,4.99E+03,0
Direct PRF,4102.01,2708278,UZ-Lyr-pri,2708156,1:1,169.6,-20,38,10.67,3.81,6.12E+03,0
Direct PRF,4106.01,11017094,011017077-pri,11017077,1:1,24,-5,4,13.45,1.57,1.17E+03,0
Direct PRF,4108.01,9899065,BR-Cyg-pri,9899416,1:1,361.9,91,2,10.03,5.83,3.66E+03,0
Direct PRF,4110.01,5471792,V380-Cyg-pri,5385723,1:1,312.8,7,79,5.77,7.6,3.45E+03,0
Direct PRF,4111.01,2708343,UZ-Lyr-pri,2708156,1:1,160.5,37,16,10.67,4.5,3.12E+03,0
Direct PRF,4118.01,10661778,010661783-pri,10661783,1:1,42.6,-10,5,9.59,8.08,3.68E+01,0
Direct PRF,4119.01,5513857,005513861-pri,5513861,1:2,49.9,5,11,11.64,3.8,1.80E+03,0
Direct PRF,4122.01,9851970,009851944-pri,9851944,1:2,89.4,-14,17,11.25,4.22,1.82E+03,0
Direct PRF,4130.01,10858803,V753-Cyg-pri,10858720,1:1,91.1,9,21,10.97,4.64,1.90E+03,0
Direct PRF,4143.01,10294509,T-Cyg1-08427-pri,10294608,1:2,67.8,17,1,13.34,2.36,1.26E+03,0
Direct PRF,4148.01,12257886,012257908-pri,12257908,1:1,53.4,-4,12,10.43,4.75,8.25E+02,0
Direct PRF,4155.01,5471271,V380-Cyg-pri,5385723,1:1,243.8,61,-5,5.77,7.83,4.68E+03,0
Direct PRF,4167.01,5475735,005475712-pri,5475712,1:1,20.5,2,-4,13.28,1.12,2.05E+03,0
Direct PRF,4168.01,9402583,V2281-Cyg-pri,9402652,1:2,86.9,22,0,11.82,4.07,1.81E+03,0
Direct PRF,4170.01,8700537,008700506-sec,8700506,1:1,21.8,-5,4,13.48,0.89,1.87E+03,0
Direct PRF,4171.01,10858785,V753-Cyg-pri,10858720,1:1,74.4,4,18,10.97,4.9,1.41E+03,0
Direct PRF,4172.01,9640907,FL-Lyr-pri,9641031,1:2,170.1,30,-30,9.18,6.52,3.25E+03,0
Direct PRF,4174.01,3328027,003327980-pri,3327980,1:2,51.7,-3,-12,12.12,3.51,2.82E+03,0
Direct PRF,4175.01,9640931,FL-Lyr-pri,9641031,1:1,151.6,2,-38,9.18,6.74,1.64E+03,0
Direct PRF,4177.01,9640962,FL-Lyr-pri,9641031,1:2,122.6,31,-5,9.18,6.29,2.57E+03,0
Direct PRF,4181.01,9899315,BR-Cyg-pri,9899416,1:1,203.7,39,33,10.03,5.35,6.43E+03,0
Direct PRF,4182.01,9541089,009541127-pri,9541127,1:1,23.4,-6,2,12.56,1.4,1.51E+03,0
Direct PRF,4183.01,10858737,010858720-sec,10858720,1:1,88.3,-14,17,10.97,2.57,1.20E+04,0
Direct PRF,4195.01,9959545,BR-Cyg-pri,9899416,1:1,141.5,-14,-33,10.03,4.12,1.34E+04,0
Direct PRF,4206.01,8487805,V2277-Cyg-pri,8552540,1:2,154.7,16,35,10.29,4.76,5.66E+03,0
Direct PRF,4211.01,5078025,005077994-sec,5077994,1:1,34.3,8,-4,12.67,2.37,2.28E+03,0
Direct PRF,4213.01,5632701,005632781-sec,5632781,1:3,48.7,-5,11,12.11,1.88,9.19E+03,0
Direct PRF,4219.01,4678919,3664.01,4678875,1:1,29.3,2,7,13.24,0.45,4.75E+03,0
Direct PRF,4221.01,6364067,TT-Lyr-pri,6364290,1:1,202.3,-33,-39,9.49,6.07,1.02E+04,0
Direct PRF,4225.01,9535876,4228.01,9535881,1:1,21.5,4,-4,13.4,1.52,2.52E+01,0
Direct PRF,4227.01,7816665,007816680-pri,7816680,1:2,13.2,-3,2,15.57,0.31,4.99E+02,0
Direct PRF,4229.01,11616596,011616594-pri,11616594,1:1,28.4,4,-6,11.17,1.45,8.65E+03,0
Direct PRF,4236.01,2449101,002449084-pri,2449084,1:1,24.9,4,-5,15.02,0.03,1.93E+03,0
Direct PRF,4239.01,9640924,FL-Lyr-pri,9641031,1:1,143.3,30,-20,9.18,5.8,3.51E+03,0
Direct PRF,4244.01,5097454,005097446-pri,5097446,1:1,9.5,0,-2,13.89,1.42,3.15E+01,0
Direct PRF,4248.01,4568117,V1130-Cyg-pri,4660997,1:1,88.9,2,-22,12.32,1.22,1.77E+04,0
Direct PRF,4250.01,9641076,FL-Lyr-pri,9641031,1:1,143.3,15,33,9.18,5.95,3.48E+03,0
Direct PRF,4254.01,8487645,V2277-Cyg-pri,8552540,1:2,125.7,-31,0,10.29,2.43,2.23E+04,0
Direct PRF,4256.01,5817613,005817566-sec,5817566,1:2,44.5,-11,-1,11.68,4.21,5.75E+02,0
Direct PRF,4258.01,7115925,RR-Lyr-pri,7198959,1:1,700.2,66,-164,7.86,4.67,2.83E+04,0
Direct PRF,4262.01,9641144,FL-Lyr-pri,9641031,1:2,173.5,-26,35,9.18,4.76,1.01E+04,0
Direct PRF,4265.01,7368137,007368103-pri,7368103,1:1,21.7,3,-5,13.42,1.48,1.43E+03,0
Direct PRF,4277.01,6525280,006525196-pri,6525196,1:2,84.8,0,21,10.15,3.23,2.92E+03,0
Direct PRF,4278.01,4861784,2870.01,4861791,1:1,16.5,4,1,15.96,0.04,1.43E+00,1
Direct PRF,4284.01,10156055,010156064-pri,10156064,1:2,58.1,-8,12,10.37,3.68,1.55E+03,0
Direct PRF,4293.01,5817533,005817566-sec,5817566,1:2,51.4,-9,9,11.68,3.63,8.81E+02,0
Direct PRF,4297.01,12107008,3895.01,12106934,1:1,96.9,-22,10,18.36,-3.66,3.12E+02,1
Direct PRF,4315.01,10342248,V2083-Cyg-pri,10342012,1:2,229.2,-34,-45,6.9,7.86,1.93E+03,0
Direct PRF,4321.01,12418891,T-Cyg1-06587-pri,12418816,1:2,73.4,-11,15,12.4,3.45,1.36E+03,0
Direct PRF,4324.01,9910942,3513.01,9851142,1:1,183.3,-33,32,7.63,5.17,1.67E+03,0
Direct PRF,4332.01,8953414,008953426-pri,8953426,1:2,82.8,13,16,12.16,3.23,8.91E+02,0
Direct PRF,4339.01,7281411,RR-Lyr-pri,7198959,1:1,602.9,45,144,7.86,7.91,3.12E+03,0
Direct PRF,4352.01,2708221,UZ-Lyr-pri,2708156,1:1,64.7,16,4,10.67,5.49,3.33E+02,0
Direct PRF,4368.01,5471489,V380-Cyg-pri,5385723,1:1,297.2,62,41,5.77,7.27,2.96E+03,0
Direct PRF,4373.01,6778008,006778050-sec,6778050,1:1,22.7,-2,-5,14.51,0.75,2.67E+03,0
Direct PRF,4376.01,2570773,UZ-Lyr-pri,2708156,1:1,230.8,58,0,10.67,6.18,5.89E+02,0
Direct PRF,4381.01,9851360,3513.01,9851142,1:1,184.5,-45,9,7.63,7.68,3.22E+02,0
Direct PRF,4408.01,10736179,V2290-Cyg-pri,10736223,1:1,46.5,9,7,13.65,2.16,6.02E+03,0
Direct PRF,4415.01,7777522,007777443-pri,7777443,1:1,56.9,15,-1,11.91,3.85,2.32E+03,0
Direct PRF,4420.01,7031942,RR-Lyr-pri,7198959,1:1,789.3,117,-161,7.86,6.01,1.78E+04,0
Direct PRF,4434.01,2305311,002305372-pri,2305372,1:1,42.6,2,10,13.82,1.14,5.58E+03,0
Direct PRF,4439.01,9899630,BR-Cyg-pri,9899416,1:1,189.7,-35,33,10.03,5.53,6.76E+03,0
Direct PRF,4461.01,11912987,011913071-pri,11913071,1:1,122.5,17,26,9.53,4.04,2.64E+03,0
Direct PRF,4465.01,2576224,489.01,2576197,1:1,15.7,-1,3,14.61,-1.88,1.91E+01,1
Direct PRF,4472.01,7031430,RR-Lyr-pri,7198959,1:1,1011,48,-250,7.86,7.65,4.62E+03,0
Direct PRF,4475.01,11912916,011913071-pri,11913071,1:1,236,44,39,9.53,6.29,7.96E+02,0
Direct PRF,4476.01,3732894,003836439-pri,3836439,1:1,155,24,-31,7.57,6.73,7.69E+02,0
Direct PRF,4479.01,3644602,003644542-pri,3644542,3:1,133.3,33,5,8.35,6.79,4.35E+02,0
Direct PRF,4481.01,11912941,011913071-pri,11913071,1:1,189.7,28,38,9.53,5.6,1.29E+03,0
Direct PRF,4483.01,6525106,006525196-pri,6525196,1:2,106.3,-1,-27,10.15,5.27,1.30E+03,0
Direct PRF,4507.01,7598111,007598128-pri,7598128,3:1,16.8,0,4,13.2,0.14,1.85E+00,1
Direct PRF,4518.01,7032001,RR-Lyr-pri,7198959,1:1,919,157,-170,7.86,6.98,1.06E+04,0
Direct PRF,4527.01,3438976,003439031-sec,3439031,1:2,83.8,-21,3,11.29,2.82,7.74E+03,0
Direct PRF,4536.01,7281484,RR-Lyr-pri,7198959,1:1,650.9,67,149,7.86,4.46,3.67E+04,0
Direct PRF,4539.01,3962872,003858884-sec,3858884,1:1,213.5,31,45,9.28,4.87,2.17E+03,0
Direct PRF,4540.01,12108293,012108333-pri,12108333,1:1,50.3,-1,13,13.23,1.61,4.08E+03,0
Direct PRF,4542.01,9640946,FL-Lyr-pri,9641031,1:2,153.8,38,-8,9.18,5.78,5.72E+03,0
Direct PRF,4560.01,5282437,005282464-pri,5282464,2:1,17.4,0,-4,12.8,2.31,2.74E+02,0
Direct PRF,4568.01,10407086,V2083-Cyg-pri,10342012,1:2,349.6,82,-31,6.9,5.98,9.01E+03,0
Direct PRF,4573.01,4848321,3560.01,4848423,1:1,87,-21,5,11.82,3.2,4.35E+03,0
Direct PRF,4574.01,6522745,006522750-pri,6522750,1:1,43.5,-9,5,11.23,4.72,8.35E+02,0
Direct PRF,4578.01,9652655,009652632-sec,9652632,1:2,38.5,8,6,11.58,3.19,1.14E+03,0
Direct PRF,4592.01,12108364,012108333-pri,12108333,1:1,52.4,-1,-13,13.23,2.6,3.51E+03,0
Direct PRF,4594.01,5696918,005696909-sec,5696909,1:1,8.6,2,0,14.98,-0.18,2.84E+01,0
Direct PRF,4596.01,8487838,V2277-Cyg-pri,8552540,1:1,223.6,17,54,10.29,3.88,8.66E+03,0
Direct PRF,4607.01,11912911,011913071-pri,11913071,1:1,255.6,54,35,9.53,5.99,1.20E+03,0
Direct PRF,4615.01,9345819,009345838-pri,9345838,1:1,66.8,-12,11,12.38,3.43,1.87E+03,0
Direct PRF,4631.01,9602421,V995-Cyg-pri,9602595,1:1,134.2,-34,1,11.88,0.96,4.06E+04,0
Direct PRF,4641.01,3644505,003644542-pri,3644542,1:1,198.3,38,32,8.35,5.24,2.68E+03,0
Direct PRF,4645.01,11076276,011076279-pri,11076279,1:1,28.5,-6,5,14.21,0.91,2.66E+03,0
Direct PRF,4652.01,5817685,005817566-sec,5817566,1:2,62.2,-4,-15,11.68,3.05,3.87E+03,0
Direct PRF,4662.01,10407210,V2083-Cyg-pri,10342012,1:2,265.9,51,-43,6.9,4.06,1.80E+04,0
Direct PRF,4671.01,5428471,005513861-pri,5513861,1:2,87.2,-15,-16,11.64,4.07,9.00E+02,0
Direct PRF,4673.01,10794509,V753-Cyg-pri,10858720,3:2,171.1,43,0,10.97,1.65,9.23E+03,0
Direct PRF,4678.01,4247811,004247791-pri,4247791,1:2,44.7,-10,-6,11.26,3.09,2.07E+03,0
Direct PRF,4679.01,6543645,006543674-sec,6543674,1:2,40.3,7,8,13.54,-0.09,1.50E+04,0
Direct PRF,4682.01,5024252,005024292-pri,5024292,1:2,19,-2,5,14.57,-1.25,1.94E+03,0
Direct PRF,4684.01,9602775,V995-Cyg-pri,9602595,1:1,134.2,29,-16,11.88,4.04,9.40E+03,0
Direct PRF,4688.01,4851145,004851217-sec,4851217,1:2,90.8,22,-2,11.11,4.53,1.26E+03,0
Direct PRF,4696.01,9851845,009851944-pri,9851944,1:2,113.9,7,27,11.25,2.63,4.98E+03,0
Direct PRF,4697.01,9474483,009474485-pri,9474485,1:2,20.9,3,-4,14.88,0.6,3.19E+03,0
Direct PRF,4701.01,8625732,008560861-pri,8560861,1:1,115.2,-20,21,8.5,6.32,4.25E+02,0
Direct PRF,4718.01,7282042,RR-Lyr-pri,7198959,1:1,1127.9,112,260,7.86,5.59,2.71E+04,0
Direct PRF,4720.01,3109937,1112.01,3109930,1:1,4.8,1,2,14.63,1.12,7.25E-01,1
Direct PRF,4729.01,11913072,011913071-pri,11913071,1:1,102.6,-22,14,9.53,4.88,2.35E+03,0
Direct PRF,4731.01,9083470,009083523-pri,9083523,1:1,80.2,-18,7,12.71,3.19,3.22E+03,0
Direct PRF,4732.01,7870282,007938870-pri,7938870,1:1,46.1,12,2,12.29,2.94,4.32E+03,0
Direct PRF,4736.01,5282477,005282464-pri,5282464,2:1,23.4,-4,5,12.8,2.24,8.87E+02,0
Direct PRF,4741.01,8129005,008128965-pri,8128965,1:1,27.9,-7,-3,13.23,1.51,1.87E+03,0
Direct PRF,4753.01,4544628,004544587-sec,4544587,1:3,112.9,7,28,10.8,1.74,1.34E+04,0
Direct PRF,4757.01,7435780,007518816-pri,7518816,2:1,40.3,-1,-10,12.85,2.17,3.56E+03,0
Direct PRF,4760.01,9474232,009474222-pri,9474222,1:1,18.2,-3,3,13.28,1.29,9.76E+02,0
Direct PRF,4761.01,3859151,003858884-pri,3858884,1:1,194.1,-11,48,9.28,5.6,2.02E+03,0
Direct PRF,4767.01,5802292,005802285-pri,5802285,1:2,7,0,-2,15.35,0.56,3.32E+01,0
Direct PRF,4806.01,4647662,004647652-pri,4647652,1:1,47.3,9,8,11.81,2.96,2.56E+03,0
Direct PRF,4812.01,8043721,008043961-pri,8043961,1:2,209.6,53,2,10.74,4.97,2.08E+03,0
Direct PRF,4845.01,11456405,2771.01,11456382,1:1,21,0,-5,11.75,3.62,2.31E+00,0
Direct PRF,4847.01,4544684,004544587-pri,4544587,1:1,120.9,-15,27,10.8,4.12,5.87E+03,0
Direct PRF,4851.01,4851239,004851217-pri,4851217,1:2,77.6,-19,6,11.11,0.33,1.17E+04,0
Direct PRF,4863.01,5471566,005471619-pri,5471619,1:1,109.3,28,2,12.37,3.1,4.35E+03,0
Direct PRF,4866.01,7117355,RR-Lyr-pri,7198959,1:1,946.7,220,90,7.86,7.03,1.18E+04,0
Direct PRF,4867.01,9509223,009509207-pri,9509207,1:1,34.4,-8,0,13.13,0.46,2.58E+03,0
Direct PRF,4870.01,4665991,004665989-pri,4665989,1:2,35.6,-8,-4,13.02,1.65,5.88E+03,0
Direct PRF,4874.01,7117549,RR-Lyr-pri,7198959,1:1,1027.3,208,152,7.86,7.2,1.39E+04,0
Direct PRF,4879.01,9850966,3513.01,9851142,1:1,160.5,39,-10,7.63,8.23,1.95E+02,0
Direct PRF,4882.01,6522824,006522750-pri,6522750,1:1,64.5,6,15,11.23,4.58,6.66E+02,0
Direct PRF,4894.01,10031918,010031808-pri,10031808,1:1,117.8,-26,13,9.56,5.28,1.49E+03,0
Direct PRF,4897.01,9910828,3513.01,9851142,6:1,206.6,-21,47,7.63,7.25,1.99E+02,0
Direct PRF,4901.01,10661917,010661783-pri,10661783,1:1,128.2,26,19,9.59,3.39,1.09E+04,0
Direct PRF,4908.01,3962684,003858884-sec,3858884,1:1,108.6,27,6,9.28,4.68,2.77E+03,0